Location,URL
Hull,"<a href=""https://t.co/5ytvC6iB5x"">https://t.co/5ytvC6iB5x</a>"
Hull,"<a href=""https://t.co/lJQOLqc7a4"">https://t.co/lJQOLqc7a4</a>"
Hull,"<a href=""https://t.co/XHzF957EtE"">https://t.co/XHzF957EtE</a>"
Leeds,"<a href=""https://t.co/XKVsxG4LEH"">https://t.co/XKVsxG4LEH</a>"
Leeds,"<a href=""https://t.co/AQYfTY84B8"">https://t.co/AQYfTY84B8</a>"
Leeds,"<a href=""https://t.co/cJi15G2Rcf"">https://t.co/cJi15G2Rcf</a>"
Leeds,"<a href=""https://t.co/qhVkfkMy2s"">https://t.co/qhVkfkMy2s</a>"
Leeds,"<a href=""https://t.co/2PDenoJFTW"">https://t.co/2PDenoJFTW</a>"
Leeds,"<a href=""https://t.co/NTHbEM9NEz"">https://t.co/NTHbEM9NEz</a>"
Leeds,"<a href=""https://t.co/vNrmNzTzEd"">https://t.co/vNrmNzTzEd</a>"
Leeds,"<a href=""https://t.co/tXjrWDn7V5"">https://t.co/tXjrWDn7V5</a>"
Leeds,"<a href=""https://t.co/gNF2nKs0KB"">https://t.co/gNF2nKs0KB</a>"
Leeds,"<a href=""https://t.co/17k96fSEop"">https://t.co/17k96fSEop</a>"
Middlesbrough,"<a href=""https://t.co/k2Q7mtF3WQ"">https://t.co/k2Q7mtF3WQ</a>"
Middlesbrough,"<a href=""https://t.co/SgNhjKpRIg"">https://t.co/SgNhjKpRIg</a>"
Otley,"<a href=""https://t.co/WjB6UaQGuj"">https://t.co/WjB6UaQGuj</a>"
Pendle,"<a href=""https://t.co/I6dREigX14"">https://t.co/I6dREigX14</a>"
Redcar,"<a href=""https://t.co/IKHo8r0VVS"">https://t.co/IKHo8r0VVS</a>"
Rotherham,"<a href=""https://t.co/rXqXmkz9y7"">https://t.co/rXqXmkz9y7</a>"
Rotherham,"<a href=""https://t.co/bNUroAeLuL"">https://t.co/bNUroAeLuL</a>"
Rotherham,"<a href=""https://t.co/vGFkoqS3uZ"">https://t.co/vGFkoqS3uZ</a>"
Rotherham,"<a href=""https://t.co/8g3ikOkiEs"">https://t.co/8g3ikOkiEs</a>"
Rotherham,"<a href=""https://t.co/obEUhWeuwD"">https://t.co/obEUhWeuwD</a>"
Rothwell,"<a href=""https://t.co/XKVsxG4LEH"">https://t.co/XKVsxG4LEH</a>"
Scarborough,"<a href=""https://t.co/Ox5Oh2Q1e8"">https://t.co/Ox5Oh2Q1e8</a>"
Sheffield,"<a href=""https://t.co/41HWoP5lyo"">https://t.co/41HWoP5lyo</a>"
Sheffield,"<a href=""https://t.co/tls0sbD49p"">https://t.co/tls0sbD49p</a>"
Sheffield,"<a href=""https://t.co/7pHznVkMsU"">https://t.co/7pHznVkMsU</a>"
Sheffield,"<a href=""https://t.co/i4xLneI4EE"">https://t.co/i4xLneI4EE</a>"
Thornaby,"<a href=""https://t.co/7hdgJVCaRN"">https://t.co/7hdgJVCaRN</a>"
Todmorden,"<a href=""https://t.co/BCclNotWrR"">https://t.co/BCclNotWrR</a>"
Wakefield,"<a href=""https://t.co/ltFusNm5JG"">https://t.co/ltFusNm5JG</a>"
Wakefield,"<a href=""https://t.co/6dKufSTCEh"">https://t.co/6dKufSTCEh</a>"
Wakefield,"<a href=""https://t.co/OBnYptx7lQ"">https://t.co/OBnYptx7lQ</a>"
Wakefield,"<a href=""https://t.co/NGmQgh57mA"">https://t.co/NGmQgh57mA</a>"
Wetherby,"<a href=""https://t.co/QiYCSm68dR"">https://t.co/QiYCSm68dR</a>"
Wetherby,"<a href=""https://t.co/1h1BDlXQfz"">https://t.co/1h1BDlXQfz</a>"
